iter	RMSE
168	0.5754855959
169	0.57520151
170	0.5748666873
171	0.5745595698
172	0.5742077027
173	0.5738689798
174	0.5735671173
175	0.5733014373
176	0.572938423
177	0.5725996307
178	0.5722416218
179	0.5719116728
180	0.5716174017
181	0.571297649
182	0.5710073125
183	0.5707359119
184	0.5704316175
185	0.5701325211
186	0.5697958687
187	0.5694899731
188	0.5691876166
189	0.5688219844
190	0.5685495697
191	0.5683580923
192	0.5680561655
193	0.5677571537
194	0.5674351385
195	0.5671415409
196	0.5668444132
197	0.5666047084
198	0.5663067889
199	0.5660047314
200	0.5657135555
201	0.5654088033
202	0.5651430129
203	0.5648748329
204	0.5646024349
205	0.5643662199
206	0.5640819558
207	0.5637992265
208	0.5634721253
209	0.5631587837
210	0.5628580162
211	0.5626674235
212	0.5624013869
213	0.5621008242
214	0.5618398986
215	0.5614802881
216	0.56126651
217	0.5609925094
218	0.5607131645
219	0.5604031616
220	0.5601261152
221	0.5599192664
222	0.559631669
223	0.5593924968
224	0.5591345406
225	0.5588546838
226	0.5586479874
227	0.5583861338
228	0.5581247359
229	0.5578722909
230	0.5576023943
231	0.5573702016
232	0.5571399833
233	0.5569197818
234	0.5566337706
235	0.5564137923
236	0.5561743038
237	0.5559117344
238	0.5557119121
239	0.5554411725
240	0.5552068003
241	0.5549167864
242	0.5546915438
243	0.5544613974
244	0.554205415
245	0.5539889963
246	0.5537104343
247	0.5535002059
248	0.553237823
249	0.5529583368
250	0.5527002705
251	0.5524877751
252	0.5522347146
253	0.5520564643
254	0.5518514949
255	0.5516161062
256	0.5514484845
257	0.551188714
258	0.5509912005
259	0.5507729495
260	0.5505004958
261	0.5502753851
262	0.5500605781
263	0.5498093443
264	0.5495927568
265	0.5493676969
266	0.549085062
267	0.5488515555
268	0.548628248
269	0.5484036125
270	0.5481501859
271	0.5479152886
272	0.5477071326
273	0.5474611117
274	0.5472079606
275	0.5469799014
276	0.5467635301
277	0.5464582998
278	0.5462190129
279	0.5459688152
280	0.5458100984
281	0.5456413145
282	0.5454220507
283	0.5451772888
284	0.54498188
285	0.5447464172
286	0.5444910505
287	0.544311018
288	0.5440838466
289	0.543848094
290	0.5436999137
291	0.5434549844
292	0.5432499287
293	0.5429909789
294	0.5427147155
295	0.5425299241
296	0.5423695958
297	0.5421419649
298	0.5419767856
299	0.5417993627
300	0.5415513072
301	0.5413451378
302	0.5411628449
303	0.5409450216
304	0.5407275782
305	0.5404807638
306	0.540240616
307	0.539998223
308	0.5397729941
309	0.5395663419
310	0.5394084033
311	0.5391860988
312	0.5390001353
313	0.5388003897
314	0.5385871968
315	0.5384153584
316	0.5381921873
317	0.5379266285
318	0.5377127016
319	0.5375162619
320	0.5373697174
321	0.5372317282
322	0.5369990695
323	0.5367666438
324	0.5365160498
325	0.5363161224
326	0.5361248176
327	0.5359047735
328	0.5357193457
329	0.5355618918
330	0.5354191958
331	0.5352183128
332	0.5349981448
333	0.5348137084
334	0.5346239463
335	0.5344225716
336	0.5342443099
337	0.5340295899
338	0.5338404297
339	0.5336170981
340	0.533375555
341	0.5332031898
342	0.5330012432
343	0.5328731891
344	0.5326632315
345	0.5324551339
346	0.5323035736
347	0.53210892
348	0.5319324407
349	0.531739392
350	0.5315685164
351	0.531379772
352	0.5312118105
353	0.5309610711
354	0.5307704055
355	0.5305822207
356	0.5303833334
357	0.5302028251
358	0.5300023503
359	0.5298235149
360	0.5296287943
361	0.5294665844
362	0.5292763417
363	0.5290858612
364	0.5289520263
365	0.5287526834
366	0.5285552323
367	0.5283618278
368	0.5281977461
369	0.5279882704
370	0.5277773765
371	0.5275660644
372	0.5273716513
373	0.5271892964
374	0.5269957945
375	0.5267997273
376	0.5266279023
377	0.5264393687
378	0.526238066
379	0.5260342725
380	0.5258595666
381	0.5256381532
382	0.5254705858
383	0.5252825846
384	0.5250627484
385	0.5248766023
386	0.5247027183
387	0.5245291116
388	0.5243640991
389	0.5242011781
390	0.5239942777
391	0.5238479704
392	0.523691685
393	0.5234853509
394	0.5233599837
395	0.5231693061
396	0.5230138537
397	0.5228128792
398	0.5226565686
399	0.5225135981
400	0.5223089097
401	0.522111381
402	0.5219677131
403	0.5217896549
404	0.5216269133
405	0.5214128004
406	0.5212265581
407	0.5210851121
408	0.5209081927
409	0.5207215562
410	0.5205379729
411	0.5203698135
412	0.5201980785
413	0.5200716666
414	0.5198640397
415	0.5196635123
416	0.51944316
417	0.5192962379
418	0.519137593
419	0.51893131
420	0.5187122755
421	0.5185445773
422	0.518409923
423	0.5181912074
424	0.5180204312
425	0.517845909
426	0.5176767922
427	0.5175066261
428	0.5172867498
429	0.5171428768
430	0.5169792824
431	0.5168342464
432	0.5166890084
433	0.5165016897
434	0.5163187926
435	0.516120458
436	0.5159653692
437	0.5157852292
438	0.5156305194
439	0.5154886827
440	0.5153425919
441	0.5151516992
442	0.5149698781
443	0.51481147
444	0.5146430083
445	0.5144718633
446	0.5142990058
447	0.5141242492
448	0.5139621686
449	0.5137684292
450	0.5135822842
451	0.5134384748
452	0.5133299161
453	0.5131500668
454	0.5129713101
455	0.5128142209
456	0.5126769834
457	0.5124862042
458	0.5123184355
459	0.5121661365
460	0.5120000594
461	0.5118071955
462	0.5116249944
463	0.5114592146
464	0.511273069
465	0.5111276967
466	0.5109530183
467	0.5108013218
468	0.5106454272
469	0.5104311822
470	0.5102543155
471	0.510110124
472	0.5099592867
473	0.5097713511
474	0.5096049177
475	0.5093910602
476	0.5092057296
477	0.5090586353
478	0.5089123823
479	0.5087480537
480	0.5086305879
481	0.5084850538
482	0.5083495135
483	0.50822598
484	0.5080610639
485	0.507912689
486	0.5077424451
487	0.5076116636
488	0.5074893956
489	0.5073433601
490	0.507176393
491	0.5070305459
492	0.506869392
493	0.5067663869
494	0.506638515
495	0.5065178206
496	0.506338511
497	0.5061985711
498	0.506031959
499	0.5058711229
500	0.5056921922
501	0.5055130126
502	0.505334923
503	0.5051779581
504	0.5050039927
505	0.5048599758
506	0.5047260814
507	0.5046063077
508	0.5044888234
509	0.504363801
510	0.5042467335
511	0.5041551933
512	0.5040124809
513	0.5038673855
514	0.5036625726
515	0.5034709483
516	0.5033190379
517	0.5031447039
518	0.5029910136
519	0.5028768973
520	0.5027508458
521	0.5025611163
522	0.5024247055
523	0.5022259957
524	0.5020109275
525	0.5018870264
526	0.5017797248
527	0.501598065
528	0.5014317525
529	0.5012743781
530	0.501110794
531	0.5009751106
532	0.5008300784
533	0.5006559176
534	0.5004811754
535	0.5003481815
536	0.500164673
537	0.4999972029
538	0.4998621805
539	0.4997444568
540	0.499572833
541	0.4994171996
542	0.4992298451
543	0.4990704337
544	0.4989279471
545	0.4987743003
546	0.4986217861
547	0.4985045437
548	0.4983680532
549	0.4981737271
550	0.4980431931
551	0.4978971938
552	0.4977450697
553	0.4976183385
554	0.4974787551
555	0.4973423268
556	0.4972094569
557	0.4970342091
558	0.4968924221
559	0.4967227329
560	0.4965873418
561	0.4964694041
562	0.4963350843
563	0.496151322
564	0.495991795
565	0.4958655256
566	0.4957724603
567	0.495604777
568	0.4954862896
569	0.495398257
570	0.4952452086
571	0.4950724276
572	0.4949319453
573	0.4947895671
574	0.4946275068
575	0.4944679145
576	0.4943613381
577	0.4941894436
578	0.4940479273
579	0.4939095101
580	0.4938258422
581	0.4936834685
582	0.4935248173
583	0.4934020247
584	0.4932265492
585	0.4930806563
586	0.4929195237
587	0.4927645529
588	0.492631898
589	0.4925231137
590	0.4924122508
591	0.4923109193
592	0.4921742275
593	0.4920512811
594	0.49189886
595	0.4917613687
596	0.491653301
597	0.4914992353
598	0.4913435743
599	0.4912573824
600	0.4911388455
601	0.4909872372
602	0.4908755987
603	0.4907753436
604	0.4906379733
605	0.4904881163
606	0.490341589
607	0.4901991762
608	0.490125083
609	0.4899721982
610	0.4898845941
611	0.4897193483
612	0.4895976888
613	0.4894645805
614	0.4893766967
615	0.4892214745
616	0.4890918985
617	0.4889536328
618	0.488781375
619	0.4886401662
620	0.4884872118
621	0.488368128
622	0.4882135096
623	0.4880752998
624	0.4879630344
625	0.4878144048
626	0.4876683154
627	0.4875351981
628	0.4874007193
629	0.487249261
630	0.4871024893
631	0.4869611698
632	0.4867948568
633	0.4866654143
634	0.486531955
635	0.4863851279
636	0.4862662219
637	0.4860917317
638	0.4859659905
639	0.4858352817
640	0.4856703352
641	0.4855348055
642	0.4854134714
643	0.4852712562
644	0.4851066842
645	0.4849675283
646	0.4848709132
647	0.4847328507
648	0.484659939
649	0.4844879736
650	0.4843500134
651	0.4842371234
652	0.4841164084
653	0.4839902099
654	0.4838631213
655	0.4837387708
656	0.4835968198
657	0.4834717719
658	0.4833478507
659	0.4832170598
660	0.4831271161
661	0.4830090579
662	0.4829064352
663	0.4827689788
664	0.4826615111
665	0.4825405851
666	0.4824478019
667	0.4822918758
668	0.4821711375
669	0.4820465065
670	0.4819350727
671	0.4818140833
672	0.4817093082
673	0.4815775123
674	0.4814457846
675	0.48129708
676	0.4811677248
677	0.4810354694
678	0.4808927726
679	0.4807594327
680	0.4806176182
681	0.4805031651
682	0.4803760636
683	0.480281226
684	0.4801607242
685	0.4800508977
686	0.4799046668
687	0.4797554536
688	0.4796303206
689	0.4794886955
690	0.4793547684
691	0.4792431425
692	0.4790910536
693	0.4789695303
694	0.4788216093
695	0.4787187853
696	0.4786084507
697	0.478489597
698	0.4783402985
699	0.4782089362
700	0.4780860292
701	0.477958829
702	0.4778281201
703	0.4776871754
704	0.47758186
705	0.4774531859
706	0.4773208701
707	0.4771694697
708	0.477052306
709	0.4768911236
710	0.4767555709
711	0.4766346178
712	0.4765090038
713	0.4763863645
714	0.4763129943
715	0.4761903458
716	0.4760523449
717	0.4759509503
718	0.4758104519
719	0.4756712533
720	0.4755130047
721	0.4753778009
722	0.4752211795
723	0.4750925777
724	0.4749568158
725	0.474830388
726	0.4747175324
727	0.4745817077
728	0.4744606913
729	0.4743043729
730	0.4741804215
731	0.4741038269
732	0.4739741381
733	0.473868214
734	0.4737534148
735	0.4736209317
736	0.4735254567
737	0.4734234646
738	0.4732966022
739	0.4731528551
740	0.4730045626
741	0.4728724709
742	0.4727495849
743	0.4726322812
744	0.4725051393
745	0.472398664
746	0.4722728841
747	0.4721822897
748	0.4720410021
749	0.4719299676
750	0.4718034924
751	0.471701529
752	0.4715870638
753	0.4714841239
754	0.4713890129
755	0.4712771696
756	0.4711490962
757	0.4710070633
758	0.4708593673
759	0.4707165576
760	0.4705729871
761	0.4704599694
762	0.4703274843
763	0.4702072216
764	0.4700518154
765	0.4699403539
766	0.4698173789
767	0.4696730617
768	0.4695854862
769	0.46945491
770	0.4693102412
771	0.4691673887
772	0.4690691032
773	0.4689401449
774	0.4688051911
775	0.4686688929
776	0.4685625544
777	0.4684485404
778	0.4683142288
779	0.4681719775
780	0.468068866
781	0.4679686483
782	0.4678170956
783	0.4677071122
784	0.4675947816
785	0.4674676673
786	0.4673697737
787	0.4672334149
788	0.4671367449
789	0.4670437281
790	0.466940764
791	0.4668256428
792	0.4667117396
793	0.4666241962
794	0.4664993357
795	0.4664003629
796	0.466299773
797	0.4661825476
798	0.4660540521
799	0.4659535965
800	0.4658446991
801	0.4657246974
802	0.4656374044
803	0.4655154044
804	0.4654033923
805	0.4652918388
806	0.4651981652
807	0.4650945362
808	0.4650182337
809	0.4649087215
810	0.4647889765
811	0.4646478705
812	0.4645165578
813	0.4644066585
814	0.4643008939
815	0.4641731106
816	0.4640344819
817	0.4639660144
818	0.4638338759
819	0.4637349797
820	0.4636076262
821	0.4635082761
822	0.4634112642
823	0.463292265
824	0.4631772024
825	0.4630464905
826	0.4629395774
827	0.4628278346
828	0.4627362822
829	0.4626027079
830	0.4625002936
831	0.462365376
832	0.4622784306
833	0.4621401197
834	0.4620259708
835	0.46195185
836	0.4618327178
837	0.4617302464
838	0.461593544
839	0.4614629189
840	0.4613453009
841	0.4612246932
842	0.4611372163
843	0.4610217938
844	0.4609066602
845	0.4608174077
846	0.4606974466
847	0.4605891627
848	0.4604798698
849	0.4603751804
850	0.4602794112
851	0.4601462778
852	0.4599960557
853	0.4598941761
854	0.4597918706
855	0.4596774262
856	0.4595794354
857	0.459457268
858	0.4593411477
859	0.4592468345
860	0.4591499869
861	0.4590588015
862	0.4589451571
863	0.45885188
864	0.4587355652
865	0.4586513816
866	0.4585614317
867	0.4584537834
868	0.458335223
869	0.4582272431
870	0.4581061432
871	0.4579921852
872	0.4578572457
873	0.4577556928
874	0.4576512953
875	0.457568739
876	0.4574523091
877	0.4573374536
878	0.4572304461
879	0.4571149227
880	0.4569952094
881	0.4568951691
882	0.4568045421
883	0.4566813183
884	0.4565607222
885	0.4564346192
886	0.4563251089
887	0.4562347538
888	0.4561221101
889	0.456031249
890	0.4559493876
891	0.4558426042
892	0.4557146948
893	0.4556024302
894	0.4555300289
895	0.4554119381
896	0.4553117417
897	0.4551938623
898	0.455083122
899	0.4549912763
900	0.4548767157
901	0.454750145
902	0.4546685408
903	0.4545726822
904	0.454489901
905	0.4543569644
906	0.4542166735
907	0.4540995603
908	0.4539951459
909	0.4538900103
910	0.4538090626
911	0.4536805012
912	0.4535730503
913	0.453471122
914	0.4533643431
915	0.4532483928
916	0.4531401629
917	0.4530476331
918	0.4529812016
919	0.4528541055
920	0.4527240916
921	0.4526338354
922	0.4525204695
923	0.4524224315
924	0.4523542287
925	0.4522111737
926	0.4520865452
927	0.4519981489
928	0.451918814
929	0.4518313381
930	0.4517264702
931	0.4516375899
932	0.4514905829
933	0.4513964791
934	0.4512967659
935	0.4511691021
936	0.4510757491
937	0.4509860666
938	0.4509097654
939	0.4508269657
940	0.4507174287
941	0.4506174672
942	0.4505207611
943	0.450393109
944	0.4502729678
945	0.4501610417
946	0.4500251216
947	0.4498916452
948	0.4498148243
949	0.4497005921
950	0.4495891591
951	0.4494484489
952	0.4493406446
953	0.449230007
954	0.4491208176
955	0.4490002074
956	0.4488958481
957	0.4487956636
958	0.4486944521
959	0.4485844147
960	0.4484785478
961	0.4483734543
962	0.4482609758
963	0.4481698648
964	0.4480883098
965	0.4479915921
966	0.4479278624
967	0.4478204159
968	0.4477020291
969	0.4476201611
970	0.4475307207
971	0.4474154946
972	0.4473376157
973	0.4472187863
974	0.4471238605
975	0.447054578
976	0.4469548754
977	0.4468223492
978	0.4467239858
979	0.4466014548
980	0.4464855441
981	0.4463743006
982	0.4462828438
983	0.4461712324
984	0.4460572422
985	0.4459596477
986	0.4458464677
987	0.4457304291
988	0.4456453141
989	0.4455435446
990	0.4454101879
991	0.4453335389
992	0.4452647688
993	0.4451413627
994	0.4450015389
995	0.4448965343
996	0.4447906927
997	0.4446727833
998	0.4445685064
999	0.4444742148
1000	0.4443858419
1001	0.4442937531
1002	0.4441797989
1003	0.4440862246
1004	0.4440041947
1005	0.4439212116
1006	0.4437939893
1007	0.4436785645
1008	0.4435796593
1009	0.4434767838
1010	0.4433780433
1011	0.443293522
1012	0.4431922941
1013	0.4430815646
1014	0.4429775011
1015	0.4428743014
1016	0.4427568435
1017	0.4426381847
1018	0.4424975192
1019	0.4423716139
1020	0.4422681907
1021	0.4421796544
1022	0.4420991219
1023	0.4419994567
1024	0.4418690994
1025	0.4417708859
1026	0.4416765055
1027	0.4416032358
1028	0.4414866863
1029	0.4413693074
1030	0.4412760741
1031	0.4411775423
1032	0.4410683638
1033	0.4409477304
1034	0.4408370521
1035	0.4407259158
1036	0.4406059435
1037	0.44051014
1038	0.440395702
1039	0.4403064072
1040	0.4402088706
1041	0.4401408066
1042	0.4400487133
1043	0.4399389249
1044	0.4398609546
1045	0.439759709
1046	0.439703927
1047	0.4396033606
1048	0.4394875569
1049	0.4393954932
1050	0.4393203246
1051	0.4392271263
1052	0.4391535689
1053	0.4390643243
1054	0.438991401
1055	0.4388971652
1056	0.4388023206
1057	0.4387125177
1058	0.4386185052
1059	0.4385164361
1060	0.4384573432
1061	0.4383395271
1062	0.4382771642
1063	0.4381587356
1064	0.4380503987
1065	0.4379488888
1066	0.437843024
1067	0.4377289396
1068	0.4376249581
1069	0.4375095124
1070	0.4374274089
1071	0.4373476766
1072	0.4372419139
1073	0.4371463493
1074	0.4370402741
1075	0.4369364281
1076	0.4368408346
1077	0.4367657689
1078	0.4366289651
1079	0.436511768
1080	0.4363851802
1081	0.4362690892
1082	0.436181486
1083	0.4360758192
1084	0.4359814778
1085	0.4358912934
1086	0.435814586
1087	0.4357291038
1088	0.4356517669
1089	0.4355198993
1090	0.4354629899
1091	0.4353729018
1092	0.4352537212
1093	0.4351476551
1094	0.4350480155
1095	0.4349383882
1096	0.4348730758
1097	0.4347666856
1098	0.4346653256
1099	0.4345600696
1100	0.4344789809
1101	0.434373049
1102	0.4342458907
1103	0.4341471013
1104	0.4340252739
1105	0.4339336107
1106	0.4338416204
1107	0.4337459514
1108	0.4336523525
1109	0.4335514795
1110	0.4334385479
1111	0.4333232871
1112	0.4332060804
1113	0.4331357892
1114	0.4330332701
1115	0.4329828754
1116	0.4328689239
1117	0.4327655151
1118	0.4326698574
1119	0.4325666383
1120	0.4324900521
1121	0.4323799297
1122	0.4322566315
1123	0.4321584083
1124	0.432059301
1125	0.4319865935
1126	0.4319006301
1127	0.4318080764
1128	0.4316938845
1129	0.43159303
1130	0.43149471
1131	0.4313940192
1132	0.4312994067
1133	0.4312060238
1134	0.4311088667
1135	0.4310539125
1136	0.43094858
1137	0.4308407985
1138	0.4307683337
1139	0.4306658305
1140	0.4305615486
1141	0.4304613036
1142	0.4303600768
1143	0.4302777479
1144	0.4301639026
1145	0.4300657878
1146	0.4299784636
1147	0.429877269
1148	0.4297778665
1149	0.4296921352
1150	0.429617848
1151	0.429508095
1152	0.4294303612
1153	0.4293484389
1154	0.4292892737
1155	0.4291944461
1156	0.4291045769
1157	0.4290185656
1158	0.4289126842
1159	0.4288449448
1160	0.4287698983
1161	0.4286594255
1162	0.4285756753
1163	0.428493228
1164	0.4283594404
1165	0.4282620056
1166	0.4281782913
1167	0.4280967551
1168	0.4280539753
1169	0.4279314757
1170	0.4278568647
1171	0.4277714306
1172	0.4276632475
1173	0.4275545513
1174	0.4274664764
1175	0.4273896785
1176	0.4273397364
1177	0.4272553853
1178	0.4271850561
1179	0.4270995072
1180	0.4269902282
1181	0.4269053174
1182	0.4267924593
1183	0.4267062793
1184	0.4266063817
1185	0.4264898298
1186	0.4264125351
1187	0.4263434292
1188	0.4262456097
1189	0.4261878215
1190	0.4261001856
1191	0.4259800292
1192	0.4258665835
1193	0.425790165
1194	0.4256995212
1195	0.4256366937
1196	0.4255521803
1197	0.4254722406
1198	0.4253905317
1199	0.4252789087
1200	0.4251645935
1201	0.4250584478
1202	0.4249517964
1203	0.424874799
1204	0.4247949811
1205	0.424703939
1206	0.4246384323
1207	0.4245505214
1208	0.4244807313
1209	0.4243922645
1210	0.4243136765
1211	0.4242293255
1212	0.4241317247
1213	0.4240428096
1214	0.4239606341
1215	0.4238712801
1216	0.4237814385
1217	0.4236664692
1218	0.4235793907
1219	0.4235001111
1220	0.4234195022
1221	0.4233334241
1222	0.4232686676
1223	0.423175242
1224	0.4230901755
1225	0.4230050637
1226	0.4229170413
1227	0.4228361692
1228	0.4227773383
1229	0.4227185871
1230	0.4226338995
1231	0.4225356706
1232	0.4224298456
1233	0.4223352774
1234	0.4222199388
1235	0.4221337756
1236	0.4220547387
1237	0.421984332
1238	0.4219127877
1239	0.421838877
1240	0.4217577467
1241	0.4216630998
1242	0.4215657633
1243	0.421483597
1244	0.4213747396
1245	0.4212891266
1246	0.4212215527
1247	0.4211232482
1248	0.4210467497
1249	0.4209767762
1250	0.4209012818
1251	0.4208014469
1252	0.4207220926
1253	0.420633647
1254	0.4205474337
1255	0.4204535571
1256	0.4203895303
1257	0.4203055965
1258	0.4202024932
1259	0.4200838723
1260	0.4199919153
1261	0.4199316258
1262	0.4198977927
1263	0.4198034499
1264	0.419738994
1265	0.4196633839
1266	0.4195858807
1267	0.419497278
1268	0.4194413773
1269	0.4193533025
1270	0.4192574487
1271	0.4191844171
1272	0.4190864374
1273	0.4190031171
1274	0.4189129359
1275	0.4188456045
1276	0.4187601643
1277	0.4186850847
1278	0.418605786
1279	0.4185170985
1280	0.4184067451
1281	0.4183154495
1282	0.4182291058
1283	0.4181192494
1284	0.4180054177
1285	0.4179173511
1286	0.41781736
1287	0.4177267284
1288	0.4176198795
1289	0.4175458593
1290	0.4174772308
1291	0.4173838734
1292	0.417285149
1293	0.4171844492
1294	0.417100986
1295	0.417030558
1296	0.41696968
1297	0.4168837241
1298	0.4167932312
1299	0.4167393277
1300	0.4166840017
1301	0.4165962296
1302	0.416520003
1303	0.4164357011
1304	0.4163742836
1305	0.4162751799
1306	0.4162017617
1307	0.4161139683
1308	0.4160343309
1309	0.4159431083
1310	0.4158567842
1311	0.4157596265
1312	0.4156481475
1313	0.4155613232
1314	0.4154658564
1315	0.4153596615
1316	0.4152656943
1317	0.4151656364
1318	0.4150690951
1319	0.4149851346
1320	0.4149127077
1321	0.4148318004
1322	0.4147651612
1323	0.4146778845
1324	0.4145853626
1325	0.4145137022
1326	0.414402236
1327	0.4143304555
1328	0.4142321407
1329	0.4141379778
1330	0.4140474674
1331	0.4139704203
1332	0.4138866358
1333	0.4138133628
1334	0.4137274428
1335	0.4136514363
1336	0.4135501608
1337	0.4134655497
1338	0.4134006792
1339	0.413348592
1340	0.4132543744
1341	0.413169833
1342	0.4130674922
1343	0.4129878109
1344	0.4128846338
1345	0.4128204206
1346	0.4127393299
1347	0.4126535262
1348	0.4125842209
1349	0.41249424
1350	0.4124106668
1351	0.4122951356
1352	0.4122252312
1353	0.4121050676
1354	0.4119954126
1355	0.4119154347
1356	0.4118229076
1357	0.4117199344
1358	0.4116443975
1359	0.4115749358
1360	0.4114798952
1361	0.4113871192
1362	0.4113028501
1363	0.4112432395
1364	0.4111624814
1365	0.4110730544
1366	0.4109865641
1367	0.410912073
1368	0.4108360677
1369	0.4107467927
1370	0.4106762694
1371	0.4105924048
1372	0.4104831236
1373	0.4104105549
1374	0.4103167095
1375	0.4102353777
1376	0.4101348172
1377	0.4100841349
1378	0.4099976704
1379	0.4099702074
1380	0.4098710455
1381	0.4097835693
1382	0.4096916953
1383	0.4096055537
1384	0.4095095639
1385	0.4094228242
1386	0.4093305446
1387	0.4092541483
1388	0.4091675975
1389	0.4090890539
1390	0.4090082009
1391	0.4089306505
1392	0.4088339665
1393	0.4087374508
1394	0.4086580853
1395	0.4085834643
1396	0.4085441015
1397	0.408447125
1398	0.4083545113
1399	0.4082788211
1400	0.4081866599
1401	0.4080888793
1402	0.4079932656
1403	0.4079108627
1404	0.407830375
1405	0.4077473065
1406	0.407654771
1407	0.4075704557
1408	0.407513546
1409	0.4074271139
1410	0.4073406685
1411	0.4072672117
1412	0.407193776
1413	0.4071201366
1414	0.4070385061
1415	0.4069473154
1416	0.4068673847
1417	0.4067715127
1418	0.4066875647
1419	0.4066112214
1420	0.4065301816
1421	0.4064599113
1422	0.4063812632
1423	0.4063032994
1424	0.4062248816
1425	0.4061312208
1426	0.4060363549
1427	0.4059426196
1428	0.4058749646
1429	0.4057871283
1430	0.4057169439
1431	0.4056539031
1432	0.4055437621
1433	0.4054509439
1434	0.405361767
1435	0.4052734157
1436	0.4051820948
1437	0.4050990961
1438	0.4049994459
1439	0.4049083251
1440	0.4048205628
1441	0.4047564729
1442	0.4046849342
1443	0.404603474
1444	0.4045190226
1445	0.4044305401
1446	0.4043383008
1447	0.4042495609
1448	0.4041616781
1449	0.4040867266
1450	0.4040160227
1451	0.4039326972
1452	0.4038528079
1453	0.4037613906
1454	0.4036629397
1455	0.4035956323
1456	0.403487488
1457	0.4034116565
1458	0.4033302919
1459	0.4032317222
1460	0.4031557546
1461	0.4030998243
1462	0.4029998874
1463	0.4029251981
1464	0.4028537854
1465	0.4027595612
1466	0.4026802222
1467	0.4025987445
1468	0.4024981605
1469	0.4024242452
1470	0.4023302738
1471	0.4022751592
1472	0.4022142537
1473	0.4021300921
1474	0.4020485285
1475	0.4019720843
1476	0.4019050999
1477	0.4018234612
1478	0.4017414519
1479	0.4016410554
1480	0.4015540548
1481	0.4014771398
1482	0.4014000374
1483	0.4013121035
1484	0.4012094053
1485	0.401142423
1486	0.401053111
1487	0.4009485412
1488	0.40089301
1489	0.4007987693
1490	0.4007243062
1491	0.4006608098
1492	0.4005615128
1493	0.4004687742
1494	0.4003710848
1495	0.4002776916
1496	0.4001736141
1497	0.4001195241
1498	0.4000715053
1499	0.3999868011
1500	0.3999276937
1501	0.3998437763
1502	0.3997577278
1503	0.399686216
1504	0.3995969468
1505	0.399520738
1506	0.3994480886
1507	0.3993569201
1508	0.3992684577
1509	0.39918924
1510	0.3991007555
1511	0.3990184908
1512	0.3989618527
1513	0.3988810548
