iter	RMSE
1514	0.398801314
1515	0.398704217
1516	0.398605131
1517	0.3985068952
1518	0.3984331822
1519	0.3983399141
1520	0.3982737507
1521	0.3981987425
1522	0.3981141264
1523	0.3980356443
1524	0.3979433415
1525	0.3978698844
1526	0.397812614
1527	0.3977186028
1528	0.3976257055
1529	0.3975446494
1530	0.397456076
1531	0.3973683561
1532	0.3972675534
1533	0.3971878674
1534	0.3971107029
1535	0.3970340191
1536	0.3969320086
1537	0.3968462804
1538	0.3967531993
1539	0.3966717788
1540	0.3965827699
1541	0.3965253377
1542	0.3964787094
1543	0.3964044094
1544	0.3963569229
1545	0.3962964645
1546	0.3962183989
1547	0.3961499399
1548	0.3961001574
1549	0.3960280164
1550	0.3959843203
1551	0.3959212632
1552	0.3958689213
1553	0.3958076915
1554	0.3956991015
1555	0.3956085661
1556	0.3955521716
1557	0.3954653903
1558	0.3954222891
1559	0.3953447381
1560	0.395268064
1561	0.3951893463
1562	0.3951140183
1563	0.3950605145
1564	0.3950154233
1565	0.3949360445
1566	0.3948673043
1567	0.394773198
1568	0.3947072086
1569	0.3946386874
1570	0.3945526519
1571	0.3944660078
1572	0.3943826003
1573	0.3943160146
1574	0.3942156389
1575	0.3941296266
1576	0.3940562141
1577	0.3939689425
1578	0.3938853294
1579	0.3938350031
1580	0.3937672308
1581	0.3937135518
1582	0.3936473278
1583	0.3935439663
1584	0.3934536191
1585	0.3933534517
1586	0.3932563965
1587	0.3931833413
1588	0.393128698
1589	0.3930752192
1590	0.3930143053
1591	0.3929286371
1592	0.3928384843
1593	0.3927475451
1594	0.3926898201
1595	0.3926008807
1596	0.3925297212
1597	0.3924509361
1598	0.3923800751
1599	0.3923129724
1600	0.3922490995
1601	0.3921677307
1602	0.3920908684
1603	0.3919970323
1604	0.391908901
1605	0.3918058653
1606	0.3917452265
1607	0.3916762953
1608	0.3916205159
1609	0.3915602356
1610	0.391485635
1611	0.3914131012
1612	0.391341291
1613	0.3912658835
1614	0.3911815982
1615	0.3911152238
1616	0.3910564031
1617	0.3909829563
1618	0.3909099599
1619	0.3908547471
1620	0.3907807757
1621	0.3907161307
1622	0.3906299369
1623	0.3905408923
1624	0.3904846924
1625	0.3903821356
1626	0.3903124165
1627	0.3902424488
1628	0.3901801195
1629	0.3901031829
1630	0.3900215543
1631	0.3899294353
1632	0.3898583876
1633	0.3897677714
1634	0.3896914089
1635	0.3896182727
1636	0.3895529323
1637	0.3894738426
1638	0.389396752
1639	0.3893303591
1640	0.3892681884
1641	0.3892256372
1642	0.3891441238
1643	0.3890538367
1644	0.3889589824
1645	0.3888735891
1646	0.3888004887
1647	0.3887275061
1648	0.3886370611
1649	0.3885749953
1650	0.388482052
1651	0.3884120878
1652	0.3883540367
1653	0.3882864604
1654	0.3882263615
1655	0.3881429675
1656	0.388071236
1657	0.3880357528
1658	0.387946622
1659	0.3878559963
1660	0.3877848277
1661	0.3877186467
1662	0.3876283008
1663	0.3875766399
1664	0.3875212354
1665	0.3874267874
1666	0.3873638071
1667	0.3872791349
1668	0.3872168909
1669	0.3871332826
1670	0.3870360993
1671	0.3869579016
1672	0.3868829497
1673	0.3867861034
1674	0.3867299582
1675	0.3866944383
1676	0.3866082336
1677	0.3865370434
1678	0.3865004551
1679	0.3864130699
1680	0.3863420506
1681	0.3862607317
1682	0.3862096181
1683	0.3861435178
1684	0.3860758366
1685	0.3860010523
1686	0.3859305229
1687	0.3858716775
1688	0.38577059
1689	0.3856697634
1690	0.3856060161
1691	0.385567916
1692	0.3854861269
1693	0.3854083578
1694	0.3853128282
1695	0.3852562142
1696	0.3851581932
1697	0.3850908316
1698	0.3850196319
1699	0.3849608342
1700	0.3849059204
1701	0.3848167164
1702	0.3847505407
1703	0.3846871558
1704	0.3846137301
1705	0.3845512435
1706	0.3844638871
1707	0.3843721674
1708	0.3843036354
1709	0.3842389133
1710	0.3841832016
1711	0.3841092573
1712	0.3840504668
1713	0.3839891924
1714	0.383929671
1715	0.3838396335
1716	0.3837578071
1717	0.3836949024
1718	0.3836089688
1719	0.3835264524
1720	0.3834517903
1721	0.3833755055
1722	0.383289834
1723	0.3832202311
1724	0.3831486846
1725	0.3830536538
1726	0.3829881415
1727	0.3829220224
1728	0.3828546097
1729	0.3827963407
1730	0.3826967584
1731	0.3826265034
1732	0.3825608937
1733	0.3824896489
1734	0.3824141966
1735	0.3823417366
1736	0.3822916232
1737	0.3822036372
1738	0.3821124926
1739	0.382042035
1740	0.3819928365
1741	0.3819111612
1742	0.3818446524
1743	0.3817611897
1744	0.3816880596
1745	0.3816167732
1746	0.3815189965
1747	0.3814419412
1748	0.3813709159
1749	0.3812796894
1750	0.3812143547
1751	0.3811492924
1752	0.3810659056
1753	0.3809906423
1754	0.380910906
1755	0.380822894
1756	0.380765641
1757	0.380676042
1758	0.3805890415
1759	0.3805075037
1760	0.3804399285
1761	0.380342483
1762	0.3802755774
1763	0.3802041849
1764	0.3801437309
1765	0.3800979482
1766	0.3800278787
1767	0.3799467089
1768	0.3799114281
1769	0.3798544811
1770	0.3797830702
1771	0.3796963537
1772	0.3796206341
1773	0.3795528805
1774	0.3794781706
1775	0.3794152474
1776	0.3793472266
1777	0.3792651279
1778	0.3791871733
1779	0.3791218883
1780	0.3790679027
1781	0.3790037604
1782	0.3789200891
1783	0.3788773168
1784	0.3788149504
1785	0.3787290636
1786	0.378652837
1787	0.3785715414
1788	0.3784988276
1789	0.3784395358
1790	0.3783512536
1791	0.3783010554
1792	0.3782323364
1793	0.3781400381
1794	0.3780939442
1795	0.3780225605
1796	0.3779725578
1797	0.3779070923
1798	0.3778214181
1799	0.3777421681
1800	0.3776720225
1801	0.3775928351
1802	0.3775451314
1803	0.3774757112
1804	0.3774223985
1805	0.3773472703
1806	0.3772969027
1807	0.3772100746
1808	0.3771443627
1809	0.3770762292
1810	0.3770159933
1811	0.3769465105
1812	0.3768922996
1813	0.3768324084
1814	0.3767747477
1815	0.376683651
1816	0.3766132632
1817	0.3765469987
1818	0.3764810129
1819	0.3764060638
1820	0.3763213643
1821	0.3762435889
1822	0.3761459693
1823	0.3760698987
1824	0.3760203716
1825	0.3759565276
1826	0.3758824711
1827	0.3758231111
1828	0.375752969
1829	0.3756867437
1830	0.3756153422
1831	0.3755503055
1832	0.3754782649
1833	0.3754273374
1834	0.3753385768
1835	0.37528058
1836	0.3752079052
1837	0.3751310579
1838	0.3750795817
1839	0.3750289066
1840	0.3749367956
1841	0.3748613456
1842	0.3747756467
1843	0.3747046368
1844	0.3746201005
1845	0.3745491897
1846	0.3744863108
1847	0.3744155591
1848	0.3743318452
1849	0.3742787099
1850	0.3742173539
1851	0.3741353316
1852	0.374054114
1853	0.3739864804
1854	0.3739473376
1855	0.373864349
1856	0.3737785783
1857	0.3737359955
1858	0.3736548347
1859	0.3735932683
1860	0.373538889
1861	0.3734393865
1862	0.3733740642
1863	0.373291286
1864	0.3732258491
1865	0.3731606035
1866	0.3730805671
1867	0.3729964136
1868	0.3729391175
1869	0.372866751
1870	0.3728036112
1871	0.3727613063
1872	0.3727189196
1873	0.3726327342
1874	0.3725277873
1875	0.3724543202
1876	0.3724068395
1877	0.3723653403
1878	0.3722848973
1879	0.3721961181
1880	0.3721232268
1881	0.3720755289
1882	0.3720140338
1883	0.3719358985
1884	0.3718792178
1885	0.3718136649
1886	0.3717723348
1887	0.3716758389
1888	0.3715922391
1889	0.3715094169
1890	0.3714439458
1891	0.371366297
1892	0.3712788606
1893	0.3711757391
1894	0.3711176716
1895	0.3710516186
1896	0.3709762366
1897	0.3709120372
1898	0.37083201
1899	0.3707717325
1900	0.3707022303
1901	0.3706302314
1902	0.3705409524
1903	0.370455147
1904	0.3703839268
1905	0.3703223274
1906	0.3702429269
1907	0.3701477204
1908	0.3700617292
1909	0.3699939789
1910	0.3699414097
1911	0.3698743139
1912	0.3697911293
1913	0.3697040456
1914	0.3696232292
1915	0.3695577447
1916	0.3694942794
1917	0.3694345903
1918	0.3693635788
1919	0.3692866744
1920	0.3692305963
1921	0.3691600164
1922	0.3690998466
1923	0.3690452882
1924	0.3689750696
1925	0.3689003276
1926	0.3688475644
1927	0.3687802078
1928	0.3687243611
1929	0.3686541814
1930	0.3685898306
1931	0.3685046891
1932	0.3684279087
1933	0.3683528935
1934	0.3682669956
1935	0.3682121245
1936	0.3681258598
1937	0.3680507897
1938	0.3679695446
1939	0.3679018204
1940	0.3678218034
1941	0.367761428
1942	0.3676769346
1943	0.3676049549
1944	0.3675338165
1945	0.3674835859
1946	0.367413897
1947	0.3673848275
1948	0.3673259292
1949	0.3672559103
1950	0.3671844024
1951	0.3671220508
1952	0.3670627941
1953	0.3670087901
1954	0.3669358862
1955	0.3668806272
1956	0.3668039331
1957	0.3667457442
1958	0.3666650131
1959	0.3665968232
1960	0.366552593
1961	0.3664872567
1962	0.3664128683
1963	0.3663449445
1964	0.3662898439
1965	0.3662030395
1966	0.3661224845
1967	0.3660486149
1968	0.365991705
1969	0.3659079664
1970	0.3658275197
1971	0.3657763442
1972	0.3657361288
1973	0.365657129
1974	0.3655891615
1975	0.3655269463
1976	0.3654560191
1977	0.3653679284
1978	0.3652771665
1979	0.3652104081
1980	0.3651310129
1981	0.3650722381
1982	0.3650067219
1983	0.3649415795
1984	0.364863714
1985	0.3647832262
1986	0.3647127121
1987	0.3646369953
1988	0.3645865335
1989	0.364526004
1990	0.3644696521
1991	0.3644205745
1992	0.3643502716
1993	0.3642648498
1994	0.3642018257
1995	0.3641196251
1996	0.364059642
1997	0.3639917684
1998	0.3639394384
1999	0.3638893653
